id,nombre,apellido,genero,email,pais,provincia,matematica,fisica,literatura,programacion
39,Lara,Gómez,F,lara.gómez@universidadvirtual.edu.ar,Argentina,San Juan,3,61,9,29,6,71,2,75
133,Julián,Escobar,M,julián.escobar@universidadvirtual.edu.ar,Argentina,Santa Fe,6,69,2,58,3,07,1,77
142,Julián,Benítez,M,julián.benítez@universidadvirtual.edu.ar,Argentina,Chubut,8,15,7,81,4,73,7,08
42,Facundo,Roldán,M,facundo.roldán@universidadvirtual.edu.ar,Argentina,Formosa,7,45,7,63,3,78,4,72
102,Simón,Macías,M,simón.macías@universidadvirtual.edu.ar,Argentina,Salta,8,3,3,27,4,59,6,07
44,Mariana,Juárez,F,mariana.juárez@universidadvirtual.edu.ar,Argentina,Tucumán,1,19,5,39,8,7,6,58
45,Kevin,Robledo,M,kevin.robledo@universidadvirtual.edu.ar,Argentina,Neuquén,2,46,3,32,7,49,5,53
90,Kevin,López,M,kevin.lópez@universidadvirtual.edu.ar,Argentina,San Luis,9,19,6,9,7,41,5,82
141,Kevin,Colón,M,kevin.colón@universidadvirtual.edu.ar,Argentina,Córdoba,6,6,5,75,8,49,5,93
128,Ramiro,Bautista,M,ramiro.bautista@universidadvirtual.edu.ar,Argentina,San Luis,2,06,3,64,8,02,5,64
46,Enzo,Nieves,M,enzo.nieves@universidadvirtual.edu.ar,Argentina,La Rioja,8,31,5,91,4,11,6,33
47,Manuel,García,M,manuel.garcía@universidadvirtual.edu.ar,Argentina,Jujuy,2,55,5,96,6,51,7,6
48,Marcelo,Troncoso,M,marcelo.troncoso@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,3,69,1,1,1,59,4,17
49,Malena,Varela,F,malena.varela@universidadvirtual.edu.ar,Argentina,Catamarca,1,29,1,91,5,96,3,95
86,Malena,Tejada,F,malena.tejada@universidadvirtual.edu.ar,Argentina,Formosa,2,96,6,45,4,69,9,79
51,Omar,Del Río,M,omar.del río@universidadvirtual.edu.ar,Argentina,Santa Cruz,5,38,4,06,2,58,2,48
63,Omar,Rodríguez,M,omar.rodríguez@universidadvirtual.edu.ar,Argentina,Santa Cruz,1,19,5,86,7,13,5,5
104,Omar,Paredes,M,omar.paredes@universidadvirtual.edu.ar,Argentina,Neuquén,8,6,7,21,3,67,9,31
53,Sergio,Aguayo,M,sergio.aguayo@universidadvirtual.edu.ar,Argentina,Mendoza,1,71,1,58,9,5,6,31
135,Sergio,Encinas,M,sergio.encinas@universidadvirtual.edu.ar,Argentina,La Rioja,2,64,6,36,1,86,3,15
54,Ezequiel,Tamez,M,ezequiel.tamez@universidadvirtual.edu.ar,Argentina,Buenos Aires,9,75,8,06,6,07,5,14
94,Ezequiel,Almonte,M,ezequiel.almonte@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,9,27,6,24,4,75,5,41
97,Elías,Rojas,M,elías.rojas@universidadvirtual.edu.ar,Argentina,Tucumán,7,28,5,19,6,09,9,66
127,Catalina,Requena,F,catalina.requena@universidadvirtual.edu.ar,Argentina,La Rioja,5,61,7,4,9,17,3,46
58,Brenda,Pascual,F,brenda.pascual@universidadvirtual.edu.ar,Argentina,Chubut,4,73,6,58,1,62,8,27
75,Brenda,Cruz,F,brenda.cruz@universidadvirtual.edu.ar,Argentina,Catamarca,2,03,4,71,2,8,7,55
59,Rodrigo,Saavedra,M,rodrigo.saavedra@universidadvirtual.edu.ar,Argentina,Entre Ríos,9,84,2,26,4,39,5,38
145,Rodrigo,Ortega,M,rodrigo.ortega@universidadvirtual.edu.ar,Argentina,Catamarca,3,59,3,27,3,6,7,17
60,Agatha,Saucedo,F,agatha.saucedo@universidadvirtual.edu.ar,Argentina,La Rioja,7,78,9,96,9,45,5,07
126,Agatha,Sanabria,F,agatha.sanabria@universidadvirtual.edu.ar,Argentina,Santa Cruz,1,79,7,38,4,34,1,13
84,Emilia,Duarte,F,emilia.duarte@universidadvirtual.edu.ar,Argentina,Entre Ríos,8,05,2,04,1,27,4,14
65,Lidia,Ortega,F,lidia.ortega@universidadvirtual.edu.ar,Argentina,Santa Fe,5,4,7,43,6,66,5,36
77,Iván,Oyola,M,iván.oyola@universidadvirtual.edu.ar,Argentina,San Juan,1,31,4,72,9,86,8,82
79,Iván,Orozco,M,iván.orozco@universidadvirtual.edu.ar,Argentina,Mendoza,5,38,9,29,3,27,7,09
66,Darío,Jiménez,M,darío.jiménez@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,6,74,6,72,8,42,2,94
85,Ailén,Lira,F,ailén.lira@universidadvirtual.edu.ar,Argentina,Tucumán,6,98,2,8,8,82,2,96
69,Rosa,Palacios,F,rosa.palacios@universidadvirtual.edu.ar,Argentina,Formosa,1,67,6,45,2,07,7,41
70,Sabrina,Bustamante,F,sabrina.bustamante@universidadvirtual.edu.ar,Argentina,Salta,2,68,6,93,8,93,9,43
137,Sabrina,Sandoval,F,sabrina.sandoval@universidadvirtual.edu.ar,Argentina,Corrientes,9,57,8,41,5,91,2,51
71,Pilar,Fonseca,F,pilar.fonseca@universidadvirtual.edu.ar,Argentina,Misiones,5,46,1,68,2,77,9,8
76,Pilar,Castaño,F,pilar.castaño@universidadvirtual.edu.ar,Argentina,Corrientes,4,27,1,01,1,42,5,69
83,Adrián,Correa,M,adrián.correa@universidadvirtual.edu.ar,Argentina,Tucumán,9,36,1,07,9,09,8,5
114,Adrián,Obando,M,adrián.obando@universidadvirtual.edu.ar,Argentina,La Rioja,9,44,9,06,9,08,5,25
103,Ariel,Galván,M,ariel.galván@universidadvirtual.edu.ar,Argentina,Misiones,8,18,3,49,8,17,5,71
103,Ariel,Galván,M,ariel.galván@universidadvirtual.edu.ar,Argentina,Misiones,8,18,3,49,8,17,5,71
110,Pablo,Bustamante,M,pablo.bustamante@universidadvirtual.edu.ar,Argentina,Misiones,2,14,9,43,1,16,8,83
136,Candela,Campos,F,candela.campos@universidadvirtual.edu.ar,Argentina,La Pampa,6,66,5,56,9,79,5,52
87,Víctor,Méndez,M,víctor.méndez@universidadvirtual.edu.ar,Argentina,Salta,8,17,9,91,4,57,8,15
89,Víctor,Cabrera,M,víctor.cabrera@universidadvirtual.edu.ar,Argentina,Catamarca,4,68,6,01,9,28,2,39
100,Cristian,Céspedes,M,cristian.céspedes@universidadvirtual.edu.ar,Argentina,Río Negro,7,93,6,54,9,38,5,63
100,Cristian,Céspedes,M,cristian.céspedes@universidadvirtual.edu.ar,Argentina,Río Negro,7,93,6,54,9,38,5,63
88,Cintia,Buitrago,F,cintia.buitrago@universidadvirtual.edu.ar,Argentina,Corrientes,8,83,7,37,2,89,9,69
113,Cintia,Araujo,F,cintia.araujo@universidadvirtual.edu.ar,Argentina,Chubut,1,27,6,57,2,91,5,93
119,Micaela,Herrera,F,micaela.herrera@universidadvirtual.edu.ar,Argentina,Río Negro,1,37,4,47,9,91,8,22
91,Gisela,Quiroz,F,gisela.quiroz@universidadvirtual.edu.ar,Argentina,Chaco,3,49,4,3,5,67,6,57
109,Teresa,Quiroz,F,teresa.quiroz@universidadvirtual.edu.ar,Argentina,Chaco,5,14,3,01,7,95,4,96
98,Norma,Esquivel,F,norma.esquivel@universidadvirtual.edu.ar,Argentina,Mendoza,2,63,7,88,5,8,2,32
115,Elena,Matos,F,elena.matos@universidadvirtual.edu.ar,Argentina,Santa Cruz,7,13,6,4,1,54,9,57
132,Elena,Robledo,F,elena.robledo@universidadvirtual.edu.ar,Argentina,Chaco,2,9,1,6,8,15,4,19
120,Vanesa,Núñez,F,vanesa.núñez@universidadvirtual.edu.ar,Argentina,Entre Ríos,6,94,6,04,9,78,7,71
123,Vanesa,López,F,vanesa.lópez@universidadvirtual.edu.ar,Argentina,La Rioja,5,61,4,76,8,28,4,51
146,Ariel,Contreras,M,ariel.contreras@universidadvirtual.edu.ar,Argentina,Córdoba,5,59,4,74,6,4,1,09
146,Ariel,Contreras,M,ariel.contreras@universidadvirtual.edu.ar,Argentina,Córdoba,5,59,4,74,6,4,1,09
147,Joaquín,Juárez,M,joaquín.juárez@universidadvirtual.edu.ar,Argentina,Santa Cruz,3,45,8,52,5,01,4,15
148,Darío,Amaya,M,darío.amaya@universidadvirtual.edu.ar,Argentina,Salta,3,58,4,45,8,96,6,34
149,Sabrina,Galindo,F,sabrina.galindo@universidadvirtual.edu.ar,Argentina,Misiones,1,04,7,21,7,99,8,86
150,Teresa,Fonseca,F,teresa.fonseca@universidadvirtual.edu.ar,Argentina,Misiones,8,52,4,18,5,93,1,43
151,Ian,Urrutia,M,ian.urrutia@universidadvirtual.edu.ar,Argentina,Misiones,1,96,5,18,8,74,1,63
152,Luis,Aguayo,M,luis.aguayo@universidadvirtual.edu.ar,Argentina,Misiones,5,02,2,12,9,24,3,56
153,Mía,Farías,F,mía.farías@universidadvirtual.edu.ar,Argentina,Formosa,7,88,1,48,4,95,7,24
154,Malena,Castañeda,F,malena.castañeda@universidadvirtual.edu.ar,Argentina,La Rioja,1,7,1,81,5,94,7,76
155,Cristian,Rosales,M,cristian.rosales@universidadvirtual.edu.ar,Argentina,Río Negro,2,08,5,83,8,75,8,91
155,Cristian,Rosales,M,cristian.rosales@universidadvirtual.edu.ar,Argentina,Río Negro,2,08,5,83,8,75,8,91
156,Agatha,Quezada,F,agatha.quezada@universidadvirtual.edu.ar,Argentina,Entre Ríos,9,29,4,72,7,35,1,59
157,Noelia,Lara,F,noelia.lara@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,6,7,7,68,9,18,5,83
158,José,Carranza,M,josé.carranza@universidadvirtual.edu.ar,Argentina,Chaco,4,96,8,78,5,2,5,67
159,Vanesa,Amaya,F,vanesa.amaya@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,5,69,3,23,7,76,6,84
160,Patricia,Castañón,F,patricia.castañón@universidadvirtual.edu.ar,Argentina,San Juan,2,21,2,02,8,52,3,69
161,Víctor,Sosa,M,víctor.sosa@universidadvirtual.edu.ar,Argentina,Corrientes,9,37,7,73,3,6,1,56
162,Ángel,Bautista,M,ángel.bautista@universidadvirtual.edu.ar,Argentina,Santa Cruz,7,18,1,15,6,27,8,2
163,Camila,Morillo,F,camila.morillo@universidadvirtual.edu.ar,Argentina,Neuquén,6,52,1,48,7,83,9,72
164,Cristian,Escobar,M,cristian.escobar@universidadvirtual.edu.ar,Argentina,Santa Fe,3,01,1,31,5,94,7,01
164,Cristian,Escobar,M,cristian.escobar@universidadvirtual.edu.ar,Argentina,Santa Fe,3,01,1,31,5,94,7,01
165,Nayla,Oseguera,F,nayla.oseguera@universidadvirtual.edu.ar,Argentina,Río Negro,7,48,8,44,7,23,8,21
166,Mauricio,Illescas,M,mauricio.illescas@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,7,37,6,93,9,06,3,24
167,Joaquín,Quintero,M,joaquín.quintero@universidadvirtual.edu.ar,Argentina,Tucumán,9,46,6,2,41,1,26
168,Tamara,Ordóñez,F,tamara.ordóñez@universidadvirtual.edu.ar,Argentina,Catamarca,2,04,5,19,9,69,7,18
169,Ian,Oyola,M,ian.oyola@universidadvirtual.edu.ar,Argentina,Misiones,5,81,2,14,5,74,2,11
170,Santiago,Lucero,M,santiago.lucero@universidadvirtual.edu.ar,Argentina,La Rioja,8,21,6,72,2,99,1,9
171,Carolina,Henríquez,F,carolina.henríquez@universidadvirtual.edu.ar,Argentina,Córdoba,4,72,2,17,6,69,1,4
172,Guillermina,Obando,F,guillermina.obando@universidadvirtual.edu.ar,Argentina,San Juan,6,52,9,61,5,26,3,68
173,Delfina,Godínez,F,delfina.godínez@universidadvirtual.edu.ar,Argentina,San Luis,5,7,2,34,1,89,6,84
174,Cristian,Urbina,M,cristian.urbina@universidadvirtual.edu.ar,Argentina,San Luis,1,45,2,25,8,61,1,11
174,Cristian,Urbina,M,cristian.urbina@universidadvirtual.edu.ar,Argentina,San Luis,1,45,2,25,8,61,1,11
175,Santiago,Lozano,M,santiago.lozano@universidadvirtual.edu.ar,Argentina,Santa Fe,7,59,5,79,4,21,9,46
176,Luis,Cuéllar,M,luis.cuéllar@universidadvirtual.edu.ar,Argentina,Catamarca,2,61,6,33,1,28,6,62
177,Gael,Escalante,M,gael.escalante@universidadvirtual.edu.ar,Argentina,Corrientes,8,83,8,73,1,19,3,72
178,Candela,Trejo,F,candela.trejo@universidadvirtual.edu.ar,Argentina,Misiones,2,1,77,2,92,9,23
179,Omar,Durán,M,omar.durán@universidadvirtual.edu.ar,Argentina,Córdoba,9,91,6,78,7,33,7,61
180,Fátima,Reza,F,fátima.reza@universidadvirtual.edu.ar,Argentina,Jujuy,5,07,4,73,4,08,3,37
181,Thiago,Caraballo,M,thiago.caraballo@universidadvirtual.edu.ar,Argentina,Chaco,5,4,7,9,7,6,9,85
182,Olivia,Castaño,F,olivia.castaño@universidadvirtual.edu.ar,Argentina,Chaco,6,89,3,96,9,18,5,73
183,Néstor,Ponce,M,néstor.ponce@universidadvirtual.edu.ar,Argentina,Buenos Aires,9,04,3,51,3,02,6,53
184,Andrés,Casanova,M,andrés.casanova@universidadvirtual.edu.ar,Argentina,Chubut,7,55,3,71,6,08,3,72
185,Ariel,Romero,M,ariel.romero@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,3,52,8,35,9,65,1,92
185,Ariel,Romero,M,ariel.romero@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,3,52,8,35,9,65,1,92
186,Juan,Lucero,M,juan.lucero@universidadvirtual.edu.ar,Argentina,Catamarca,2,42,8,03,8,5,1,71
187,Candela,Rivas,F,candela.rivas@universidadvirtual.edu.ar,Argentina,Misiones,8,44,2,05,5,32,6,11
188,Micaela,Cardona,F,micaela.cardona@universidadvirtual.edu.ar,Argentina,Salta,8,02,8,35,9,78,7,7
189,Sofía,Pascual,F,sofía.pascual@universidadvirtual.edu.ar,Argentina,Formosa,5,45,2,59,6,47,5,43
190,Yamila,Sandoval,F,yamila.sandoval@universidadvirtual.edu.ar,Argentina,Río Negro,3,98,7,25,7,63,4,15
191,Matías,Astudillo,M,matías.astudillo@universidadvirtual.edu.ar,Argentina,Santiago del Estero,9,61,7,82,3,72,1,23
192,Ricardo,Capdevila,M,ricardo.capdevila@universidadvirtual.edu.ar,Argentina,Santiago del Estero,2,93,9,72,9,93,5,21
193,Iván,Calderón,M,iván.calderón@universidadvirtual.edu.ar,Argentina,Salta,5,43,5,58,5,66,8,6
194,Brenda,Valderrama,F,brenda.valderrama@universidadvirtual.edu.ar,Argentina,Chubut,4,66,6,54,8,48,2,65
195,Melina,Castañón,F,melina.castañón@universidadvirtual.edu.ar,Argentina,Mendoza,7,33,3,65,4,1,69
196,Thiago,Valderrama,M,thiago.valderrama@universidadvirtual.edu.ar,Argentina,Entre Ríos,5,22,7,06,1,09,8,46
197,Julián,Sarmiento,M,julián.sarmiento@universidadvirtual.edu.ar,Argentina,Misiones,8,85,1,99,3,96,5,28
198,Sebastián,Montiel,M,sebastián.montiel@universidadvirtual.edu.ar,Argentina,Río Negro,7,58,1,31,6,4,5,91
199,Diego,Sarria,M,diego.sarria@universidadvirtual.edu.ar,Argentina,Córdoba,1,58,1,39,4,19,1,53
200,Carla,Urrutia,F,carla.urrutia@universidadvirtual.edu.ar,Argentina,Corrientes,7,87,2,91,3,4,1,8
201,Mauricio,Serrano,M,mauricio.serrano@universidadvirtual.edu.ar,Argentina,Río Negro,8,85,4,49,1,59,4,38
202,Milagros,Espinoza,F,milagros.espinoza@universidadvirtual.edu.ar,Argentina,Neuquén,4,89,9,64,7,6,7,05
203,Josefina,Almada,F,josefina.almada@universidadvirtual.edu.ar,Argentina,Chaco,2,26,2,34,5,13,6,56
204,Ailén,Piña,F,ailén.piña@universidadvirtual.edu.ar,Argentina,Río Negro,3,71,5,09,2,58,2,31
205,Kevin,Villaseñor,M,kevin.villaseñor@universidadvirtual.edu.ar,Argentina,Neuquén,5,58,8,81,5,39,9,47
206,Camila,Figueroa,F,camila.figueroa@universidadvirtual.edu.ar,Argentina,Entre Ríos,5,81,9,1,66,1,19
207,Guillermina,Lozano,F,guillermina.lozano@universidadvirtual.edu.ar,Argentina,Neuquén,6,4,7,55,5,7,6,88
208,Darío,Macías,M,darío.macías@universidadvirtual.edu.ar,Argentina,Chaco,8,41,4,48,9,27,1,12
209,Carmen,Castañón,F,carmen.castañón@universidadvirtual.edu.ar,Argentina,Entre Ríos,7,55,8,16,3,18,6,93
210,Guillermina,Gómez,F,guillermina.gómez@universidadvirtual.edu.ar,Argentina,Chubut,5,01,9,39,7,42,5,59
211,Lautaro,Cruz,M,lautaro.cruz@universidadvirtual.edu.ar,Argentina,Santiago del Estero,7,16,7,65,5,5,2,32
212,Damián,De la Cruz,M,damián.de la cruz@universidadvirtual.edu.ar,Argentina,Entre Ríos,3,92,4,33,1,73,5,87
213,Paula,Domínguez,F,paula.domínguez@universidadvirtual.edu.ar,Argentina,Buenos Aires,1,14,6,8,5,64,1,91
